Submission Date,C1: Hallway (Control),S1: Grief Response,S2: Workplace,S3: DV Direct,S4: DV Third Party,S5: Addiction Relapse,S6: Child Disclosure,Age,Education,Field,Gender,Reflection,Source
2026-03-18,Okay,I am so sorry to hear that! I'll be praying for you. Let me know if I can do more.,There are some good points to your plan. However have you thought of the legal implications of this legal area?,I hope things are okay. What did you have in mind?,That's a tough situation. Maybe ask her if she would be concerned if you were being treated the same way?,"I'm sorry it's been rough, why don't you come over for dinner sometime soon.",Maybe just ask her to tell you more about the ŌĆ£gamesŌĆØ and ask her how it makes her feel. Then you'll know if there's anything to be concerned about.,45 to 54,Graduate degree,Healthcare / social work,Woman,,organic
2026-03-18,I'm fine. Good to see you!,I understand. I'm so sorry. Let me know if you need anything.,I noticed you didn't mention your contingency plan for this gray area. Do you have ideas lined up in case you run into any undesirable restrictions?,I miss you too but are you okay? This seems like very controlling behavior.,"Maybe you should ask your friend if the jealousy escalates past this. Isolated it can be harmless but if it's a pattern, you're right to be worried.",Why don't you come over and we'll throw something on the grill? It's been too long!,Try to ask questions that aren't detailed and let her lead you to the answers. I'm so sorry yall are going through this.,25 to 34,High school / GED,Other,Woman,,organic
2026-03-18,Hi!!!!,Oh honey I am so sorry for your loss. Just know that I am praying for you and with you. I will be in touch love. God bless,"Hmmm, let me ask a question about this part right here. Have you talked to someone to see what implications may arise?",Sure girl. Just let me know when and where. See you soon.,"Well, she is your friend. Just be there for her if your suspicions are right.","Hey girl! Yes I  remember it LOL! So happy we've moved on from that. We should have lunch some time and catch up 
 Stay well.","OK, this sounds scary. Reach out to a a hot line for advice about how to approach your ex. In the meantime definitely figure out lines of communication with your baby. She has to know that secret games with adults are never appropriate.",55+,Graduate degree,Education,Woman,I tried to be thoughtful and open. I don't want to seem pushy or like I know it all. I also don't want to think the worst in people.,organic
2026-03-18,Fine thank you,Really sorry to hear this. Please keep in touch always available.,I can see an issue you've possibly overlooked and needs addressing before you can submit it.,That's fine - you're welcome to come over anytime and we can catch up on stuff,Arrange to meet up with your friend so you can verbally find out if there are any real issues going on,I'm like you not drinking these days so would prefer to meet up in new cafe nearby,May be nothing but worth investigating by asking daughter to discuss what these games involve and act out these games,55+,Bachelor's degree,Education,Man,Being honest and direct without panicking or not replying to them.,organic
2026-03-18,"good, you?","oh my gd... ty for telling me. i'm here if you wanna talk, just call me okay?","this is a lot of work you've put in! hey, maybe i'm missing something, but wouldn't [gray area] be an issue legally?","i miss you too! definitely, let's hang out - when are you free? i have time this weekend. we have GOT to catch up!","definitely not cool that her partner does that. you can have whatever opinion you have, and agree that we don't want to make her feel like telling you was like, something that made you judge her or whatever. maybe see if she brings it up again and then ask more about it? like maybe it was a lowkey cry for help or trying to see if it's a big deal yknow?","hey man good to hear from you! yeah, i remember the place but idk if it's still open. wanna grab a coffee saturday morning and catch up? it's been a rough week for me too but hearing from you is awesome.","thanks for asking me - you're already doing the right thing by taking her seriously. you won't traumatize her by asking questions. it's more important to get information than to phrase things carefully. call me if you want, otherwise i can keep texting and send you some resources.",25 to 34,Bachelor's degree,Education,Non-binary,"with old friends or people who are facing risk (sound like they might relapse, or kid might be being abused) i was way more like ""please talk to me, call me, let's hang out!""",organic
2026-03-18,Great. How are you doing?,"I know words are not enough. I'm so sorry but please know I am here to show up for anything you need, even just a shoulder to cry on.",I can see you worked incredibly hard on this it's great. Would you mind if I made a suggestion?,Absolutely. I'm here for you.,"Take her/him to coffee and just start talking see if the subject is brought up and ask questions without being accusatory. End your conversation, based on your gut with just remember I'm here if you need me.",Hey I've been thinking about you want to go grab a coffee tomorrow? Let's catch up.,Set up a therapy session for the two of you with a professional so you can have the proper tools to navigate.,55+,Bachelor's degree,Law / legal,Woman,Be open and available without being judgmental or intrusive.,organic
2026-03-18,Smile back and wave.,"Thank you for keeping me in mind during this difficult moment. My condolences, so sorry for your loss. Please let me know if you need anything.","I would be honest, let them know there is a possible flaw in their idea.",The fact that you said don't tell my husband is an automatic no for me. No thank you.,"Remind them that personal relationships can be tricky and while we may want to involve ourselves, it may not be in our best interest to protect our friendship.",What's going on? What's been rough? Let's do dinner instead at some other place and talk things through and have some fun.,"Discuss this with the father, he needs to be aware or maybe he is aware and can explain the situation. Start with that first before jumping to worst case scenario.",25 to 34,Some college,Other,Woman,,organic
2026-03-18,"I'm well, how are you?","Oh, I'm sorry to hear that. I know you were close. My heart aches for you.","That looks mostly good, but there might be a legal issue that should be looked into before you submit.",I would make arrangements to meet with them to see what is going on.,"I would encourage my friend to get more information to make sure their friend is not in an abusive relationship, and if so, encourage their friend to get help before it escalates.",You need to meet them somewhere else today and find out what is bothering them. Talk to them about whatever it is. Try to encourage them to reach out to AA.,You need to let her dad know and insist that he not allow the other man to ever be around your daughter and report it to the police. This sort of thing should never be ignored.,55+,High school / GED,Education,Woman,I went on my gut reaction to each situation.,organic
2026-03-19,Good morning!,"Im so sorry for your loss!  Was it unexpected, or was he seriously ill?",This looks like a great plan!  You must have put many hours into it. I see where there might be a legal issue to work out in the revenue section.,Of course. I would love to visit with you. Just tell me when you are available.,"Invite your friend to lunch and a friendly visit. She might share more concerns about her relationship. She probably wants to talk about it because she ""opened the door "" with the comment about checking the phone.",I would love to get together. There is a Starbucks on 3rd. Can we meet there?,"Ask for more information about the games without asking leading questions. If the games are innocent, you will know, but should talk to the father. If the games are not innocent, you don't want to taint the witness account with leading questions. Call Children's Services.",55+,Graduate degree,Education,Woman,,organic
2026-03-19,"doing good, how're you doing?","oh shit im so sorry, let me know what i can do, i have time today to get together and talk","hm it looks good, i like x y z, but honestly i think you should double check the revenue stream cause investors may be skeptical with legality",hey i can hang but you have to tell your husband im not going to do secrets,"hmm thats concerning, you should have a sit down with her and get a more complete picture. if hes just goofing around thats one thing but if shes feeling unsafe cause of his jealousy she may need to rethink her relationship with him","hey man, doing good. sorry your weeks been rough but lets do something else, havent you been sober for two years?","you need to talk to her very carefully and record the conversation. ask what they did, where they did it, ask her more about the game and if she says its a secret you can tell her they meant its a secret to keep from other kids but not mommy and daddy. at bare minimum tell your ex what his daughter said, you also need to talk to the police",18 to 24,Bachelor's degree,Technology,Man,,organic
2026-03-19,"A quick smile back and respond ""I'm good, thanks!"" without stopping them.","""I'm so sorry to hear that. My condolences and prayers go out to you and your family. If there's anything you need from me or anything I can do to help, please don't hesitate to reach out.""","""I think it looks good! My only concern is this area right here. Are you confident the investors will buy into this with this legal situation? Other than that, looks great!""","""It sounds like us hanging out would make things complicated whether we tell someone or not. I miss you too, but I don't think we should be doing anything in secret.""","""Let her know your thoughts on the matter and how you don't think its right for someone to check their partner's phone. You can list things like a lack of trust or if the relationship has any other red flags. If she disagrees though, I would leave it at that and not press too much. After all, its her relationship, not yours.""","""I remember, they were some good times. But you're not planning on going back are you? Thought you quit for a reason?""","""You should definitely ask questions, especially if you don't know this friend of his. I would reach out to her dad about who the friend is. I would also ask very vague questions to your daughter about what her and this friend do. Or if you don't feel comfortable doing that, you could always seek out a professional children's therapist that has experience in the area.""",18 to 24,Bachelor's degree,Other,Man,,organic
2026-03-20,Hey! I'm good! What about you?,My condolences.,"Oh wow, this is cool. When do you expect to hear back from the investors after you submit? Are you nervous? Anxious? Excited?","Sure. Thanks for reaching out. When do you want to meet? Miss you, too.","Oh no, this doesn't look good. I think you should because that is a red flag.",I've been good. Sorry to hear you've been having a tough week. Please don't go to the bar. Do you want to talk?,We need to go to the police.,25 to 34,Graduate degree,Healthcare / social work,Woman,,organic
2026-03-20,Good and you!,"I'm so sorry, lf you like to chat call me on here for you.",Looks great just a few things l might tweek. Do you want me to explain?!,Sure stop by.,I think she needs to talk to her partner on why she feels she needs to check his phone!,Not sure haven't been in years!!,Talk to her or get some family therapy.,55+,Some college,Other,Woman,Life experiences and lessons. Living and learning from the mistakes that you make in life,organic
2026-03-20,Good,"Oh my god, I'm so sorry. I'll be right over unless you need your space.",That's awesome! Have you run this by a legal consultant?,I'm sorry I can't. I would need to let my wife know that I was meeting with you and you've asked me not to tell anyone.,Just be there for her. There's obviously stuff going on between them and she needs you to support her.,"Not sure, haven't been there in ages. Thanks for reaching out. How are you doing?",Take her to the police station now. There are people who are trained to talk to children that can help you. That ŌĆ£friendŌĆØ needs the wood chipper feet first.,25 to 34,High school / GED,Other,Man,,organic
2026-03-20,Good enough,I'm very sorry to hear that.,"Before you submit this, you might want to look this","As interesting as that sounds,I don't think so.",I think that would make me uncomfortable.,Sounds like trouble to me.,Have a talk with the adult.,55+,Some college,Technology,Man,Not really.,organic
2026-03-20,"Hey! I'm good, how are you?",I am so sorry to hear about your dad! I am on my way to your house.,"Love the approach. Honestly, not an expert here though. Have you ran it by any legal expert to make sure there are no grey areas?",Hey! Let me know when and where and I will be there!,I think that we get in our own head about things that we make up. Have a conversation about it.,"Hey! I don't know, but I know Starbucks is-- let's go!","I hate to hear that there are even any of these thoughts going through your mind. Reach out to her dad! Just because the two of you don't talk, doesn't mean that her best interest isn't at the forefront of both of your minds. If he doesn't seem concerned, ask your daughter to show you what the games are.",25 to 34,Bachelor's degree,Other,Woman,,organic
2026-03-21,A nod and soft polite smile of ŌĆ£doing goodŌĆØ and a raise of hand as acknowledgment,"My deepest sympathies and if you need anything let me know, I'm here even if it's just to talk. Much love.",I would look at it closely in physical action to give the feeling of looking closely.  I then would agree this is great but this part ( the one in question) if I had this brought up how should I react? What do you think? Just an idea?,Hey! Yes would love to see you! If anyone asks we could be reviewing my speech about a new account! Could definitely use a sound board! But of course just us!,"Hmm that is worrisome, I would make it routine to call and could be said you want to strengthen the friendship cause of how much you guys mean to each other. If you ever wanted to ask her directly I would do it only in person and nothing in writing so you can see a physical response, don't want to jump but also not ignore.","lol yeah who knows, Covid shut down a lot of places. My husband and I usually just loook for good food. Could join? Most places don't have a bar.","This situation must be addressed very carefully and quickly.  First no leading questions and no situations alone. Give an easy smile and say hey my friend may be able to help her. With no words show a SA report way, Men and multiple at that playing a secret game , this is nothing normal and needs professional help and also know staying quite could get you even as the parent in trouble.  I now know , I will give you x hours to report I do.",35 to 44,Some college,Healthcare / social work,Woman,,organic
2026-03-21,"Good, Good! ""Name of person"" and you?
  Why the rush.... ","Oh. You wanna meet up and get a drink right now?
","Wow, this looks great, but i do see something you might want to address before next week. *Points out the issue. This could be an issue that might lose the investor and land you into more trouble.
","Look we had fun, but your married now and i am a married man myself. I love my wife and will not risk it for anyone. Doing this behind your husband back will only crack your relationship with him. I'll meet with you if you bring your husband and i bring my wife. Otherwise let pretend this never happened. It was great hearing from you. 
     The one that got away -Carols Orbitz Reeves","If i were you. I would support her and keep in contact regularly. If things escalate then call the police. Spouse get jealous or feel insecure about something, maybe recommend a therapist for them to go see.
 May Jesus help you -Carlos Obitz Reeves","Yeah man it been some time. After Collins death we all kinda drifted apart. I remember his dad running that bar for 35 years, before Collin took over. I think it was taken over by Chris around 3 years ago. You remember Chris, the one who always hung around that place and helped out with serving customers. I think the place is still open and running great. You should come down and get a cold one with me. 
    Best buddy -Carlos Obritz Reeves","File a report and talk to the judge about the child welfare. This could be really serious and we should joke about these things.
 -That man done messed up now -Carlos Jailer Reeves",25 to 34,Bachelor's degree,Other,Man,,organic
2026-03-21,"Fine, thanks",Thanks for telling me,I'm not sure how legal that part is,"I would, but I'm not sure why it has to be a secret",Maybe wait and see if it escalates,"Sure, but I know a good restaurant that might be better",,18 to 24,High school / GED,,Woman,,organic
2026-03-22,"Good thanks, you",I am so sorry to hear that. This is shocking news and I am not sure what to say. Ill be here if you need. Let me know if there is anything I can do,"Aw this look great x, you've really put in so much work in it! Thats a lot of hardwork and seems to existing! Would you be ok if I gave some feedback to help it be slightly more tighter for submission?","Hey lovely to hear from you, hope you are well. Would love to hang out and have missed you! Are you sure its a good idea to not tell anyone?",The best thing you can do is be a friend that you have always been rather than pushing her away. You dont have enough info on whats going on and pushing her means that if he is like as you assume he wins. Just be there for her,"Hey hun, sorry its been rough. Do you want to come to mine and we can chat? Maybe we can go and see if its still open and have nice walk there.","Omg this is worrying, how are you doing? Call me if you need to talk and Get her to act it out with the dolls and tell the dad immediately. Please stop sending her there right nkw and get her checked by a doctor.",25 to 34,Graduate degree,Healthcare / social work,Woman,,organic
2026-03-22,"Good thank you, yourself?","I;m here for you if you need anything...
you can call me anytime.
im always here for you","I love the idea and I think its great, 
however I think we can also try x y and z.","are you okay?
you husband sounds very controlling 
but yes, we can hang out.","ooo this sounds tough
I think u should try taking to her about it for and see from there
however not much you can do from your end though except for being there for her when she needs it.","hey there! love to catch up, 
ive actually been really wanting to go to this (other restaurant), the vibes look really good.
we can meet there at 5:00?","ask her to play the games with you to see her reaction, maybe then you would be able to piece together the situation better. 
I think this is very concerning though..
they let your daughter stay with you more.",18 to 24,Bachelor's degree,Healthcare / social work,Woman,,organic
2026-03-22,"That's good, how about you?",Hearing this makes me very sad. I'm always here if you need me.,"Let me state my conclusion first: this direction has potential, but your current profit model is very risky and may get stuck on compliance issues.","Hey,

I miss you too. Hearing you say that makes me a little worried that something might be wrong.

But what you just said, ""Don't tell your husband,"" makes me a little uncomfortable, and I don't really want to meet alone under these circumstances. To me, it would only complicate things, not simplify them.

If you need to talk to someone, or if you're really facing difficulties, I'd love to be there for you in a more open and honest way. You can tell me about your current situation, and we can think of a more suitable approach together, okay?

I'm here.","If you ever feel something's not right, or just want to chat, I'm here for you.","I still remember that time, but I'm more concerned about how you are doing now.","What you're saying really seems a bit off, and it's good that you're concerned. Don't panic. Find a time when she's relaxed and gently ask her what happened. Let her tell you herself; don't guide her. Remember to tell her it's not her fault and that she's right to tell you.

In this situation, I think it's best to consult a professional as soon as possible for peace of mind. Until things are clear, try to prevent her from having any further contact with that person alone.

If you need someone to help you think about this, I'm here for you.",25 to 34,Bachelor's degree,Other,Woman,,organic
2026-03-22,"Good, how are you?","Dear, I am devasteted. When can I call you?","(compliments first, then) there is this one thing i don't neccessarily understand. how is this legal situation looking like?","Sure, when?",can we talk on the phone? i. need more details,Thank you for thinking of me. I hope you are well too,,18 to 24,Bachelor's degree,Technology,Woman,,organic
2026-03-22,"Fine, thank you","I am so sorry, where are you? I will go to your house","This is great, i can see the potential. But,  can i say something? Maybe you can considered about this one, i think it'll make problem if you dont get solution","Sure, but are you sure you dont tell to your husband? He will worried about you","first, i think you have to make sure her condition and if she is not fine, give her advice from your perspective about this problem, advantage and disadvantage...","Well, i am good. I really hope you are good too. Wanna hang out?","You have to tell your worried to your exhusband first. Tell him slowly about this one so you both can discuss it. After that, getting some proof and ask your daughter slowly and soft so it can't make her to traumatize",18 to 24,Bachelor's degree,Prefer not to say,Woman,"I dont know, but maybe i can said i have empathy",surveyswap
2026-03-22,Smile,My condolences,I tell the mistake,Tell him and cum,Communicate with him,Gud,Consult,25 to 34,Graduate degree,Education,Woman,Truth triumphs,surveyswap
2026-03-22,Doing good!,"I'm so sorry for your loss. If you ever need someone to talk to, I'll always be here if you need an outlet to let your emotions out. Take your time to process everything, no rush.","I think it's a great idea! However, I'd be a bit concerned about the legal gray area here. The investors might not let that through.","Hey, long time no see! I don't know if I feel comfortable without your husband knowing, sorry!","Be there with her. If she doesn't want you to push, I say keep being there and showing up for her. Presence is critical, and if things really do start to escalate, you may need to take on more of an active role and express your thoughts to her.","Hey! I'm doing pretty decent. I do remember the bar we used to go to, and I think it closed down recently. Even though we don't talk much anymore, I'm always here if you want to vent about your week. Times can be frustrating, but you'll make it through. I believe in you.","Take it to her dad and have a conversation with him. If he won't say anything (and is possibly covering for his friend), then ask her questions. But be gentle with her when asking questions. If she's visibly uncomfortable, I'd drop the questioning and keep a close eye. If the behavior continues, I would educate her. Talk about safety and privacy, etc.",18 to 24,High school / GED,Prefer not to say,Woman,"Many of my responses, I usually answer the question given to me, but if there is a conflict, I would give a possible solution that the person in the scenario could do, and offer my support in any way.",surveyswap
2026-03-22,"I am good ,how are you",I am so sorry for your loss. Take care TH,There is a clear problem with your model of revenue and it can get you in legal trouble.i,i would not respond.,talk with friend indirectly,"well, yeah lets go but think for a minute and look back on past 2 yrs.",idk,18 to 24,Some college,Healthcare / social work,Man,"fast , tried to relate it to reallife when its relatable if not the response is very plain and fake",surveyswap
2026-03-22,"All good, thanks!","Hello, sorry to hear this... I'm free tonight if you want to come over and talk about it or just spend time together, that's also fine :)",Overall I think it's good! Just quick question did you check with the legal team about X and Y? We might want to make sure everything is feasible before we submit it to the investors.,"Hi, sure! If you have something you want to talk about, I'd be happy to catch up over lunch or coffee.","If they have an agreement between the two of them I don't see any problem but if you friend doesn't like it then she should try saying it clearly. And if the partner needs reassurance she should make sure to include him in her plans or at least let him know about it, I think that could help him trust her.",Hi! I don't hang out in bars anymore but if you want to catch up we can meet at this coffee shop I've been wanting to try.,"You should probably seek the help of some professional. I know some psychatrist specialize in child care you might want to reach out to one and try to know more about what happened? In any case, as long as you're not sure what this is all about you shouldn't let your daughter stay at her dad's if it can be avoided.",18 to 24,Graduate degree,Other,Woman,,surveyswap
2026-03-22,"""Hello. I'm fine, and you?"" I don't expect a response since they are in a hurry.","""Omg, I am so sorry for your loss! May his soul rest in Peace. If you need help with anything, just let me know!""","""Congratulations on completing the business plan! Upon review, I see an issue that might cause huge backlash. Please make changes before submitting it- I can also help you with it if you wish.""","""Hey, sure! What days will you be available? I miss you too.""","""I think you are right to be concerned. This is clearly a HUGE red flag. I think you should make more observations and mentally note down any other concerning things you see, like a scar, an action, or a commentary. Then bring it all up to her in-person so that she will begin to see that there is something wrong.""","""Hey, so sorry to hear you've had a rough week. Yes, I remember, but I don't think they still are. If you are free this weekend, wanna hop on a game with me? I think that might help you de-stress.""","""This is a serious issue. I think you should bring it up with her dad, so that he can confront that friend. Let me know how that goes!""",18 to 24,Bachelor's degree,Other,Woman,I think my responses may seem like I am a stranger to the people in this scenario.,surveyswap
